"postcode","buurt_naam","buurt_vollcode"
"1013AP",Coenhaven/Mercuriushaven,B10a
"1013AR",Coenhaven/Mercuriushaven,B10a
"1013AS",Houthavens Oost,E12b
"1013AV",Westelijke eilanden,A05d
"1013AW",Houthavens Oost,E12b
"1013AZ",Westerdokseiland,A05a
"1013BB",Coenhaven/Mercuriushaven,B10a
"1013BC",Coenhaven/Mercuriushaven,B10a
"1013BD",Houthavens West,E12a
"1013BE",Coenhaven/Mercuriushaven,B10a
"1013BG",Coenhaven/Mercuriushaven,B10a
"1013BH",Westerdokseiland,A05a
"1013BJ",Coenhaven/Mercuriushaven,B10a
"1013BK",Coenhaven/Mercuriushaven,B10a
"1013BL",Coenhaven/Mercuriushaven,B10a
"1013BM",Coenhaven/Mercuriushaven,B10a
"1013BP",Westerdokseiland,A05a
"1013BR",Westerdokseiland,A05a
"1013BS",Coenhaven/Mercuriushaven,B10a
"1013BT",Coenhaven/Mercuriushaven,B10a
"1013BV",Westerdokseiland,A05a
"1013BW",Westelijke eilanden,A05d
"1013BX",Westerdokseiland,A05a
"1013BZ",Spaarndammerbuurt Noordoost,E13b
"1013CA",Spaarndammerbuurt Noordoost,E13b
"1013CB",Spaarndammerbuurt Noordoost,E13b
"1013CC",Spaarndammerbuurt Noordoost,E13b
"1013CD",Spaarndammerbuurt Noordoost,E13b
"1013CE",Spaarndammerbuurt Noordoost,E13b
"1013CG",Westerdokseiland,A05a
"1013CH",Spaarndammerbuurt Noordoost,E13b
"1013CJ",Spaarndammerbuurt Zuidoost,E13c
"1013CK",Spaarndammerbuurt Noordoost,E13b
"1013CL",Spaarndammerbuurt Noordoost,E13b
"1013CM",Spaarndammerbuurt Noordoost,E13b
"1013CN",Zeeheldenbuurt,E13a
"1013CP",Zeeheldenbuurt,E13a
"1013CR",Zeeheldenbuurt,E13a
"1013CS",Spaarndammerbuurt Zuidoost,E13c
"1013CT",Westelijke eilanden,A05d
"1013CW",Westelijke eilanden,A05d
"1013CX",Coenhaven/Mercuriushaven,B10a
"1013CZ",Houthavens West,E12a
"1013DA",Haarlemmerbuurt West,A05c
"1013DB",Haarlemmerbuurt West,A05c
"1013DC",Haarlemmerbuurt West,A05c
"1013DD",Haarlemmerbuurt West,A05c
"1013DE",Westelijke eilanden,A05d
"1013DG",Westelijke eilanden,A05d
"1013DH",Westelijke eilanden,A05d
"1013DJ",Westelijke eilanden,A05d
"1013DK",Westelijke eilanden,A05d
"1013DL",Westelijke eilanden,A05d
"1013DM",Westelijke eilanden,A05d
"1013DN",Westelijke eilanden,A05d
"1013DP",Haarlemmerbuurt West,A05c
"1013DR",Spaarndammerbuurt Zuidwest,E13d
"1013DS",Spaarndammerbuurt Zuidwest,E13d
"1013DT",Spaarndammerbuurt Noordwest,E13f
"1013DV",Spaarndammerbuurt Midden,E13e
"1013DW",Spaarndammerbuurt Midden,E13e
"1013DX",Spaarndammerbuurt Noordwest,E13f
"1013DZ",Spaarndammerbuurt Noordwest,E13f
"1013EA",Haarlemmerbuurt Oost,A05b
"1013EB",Haarlemmerbuurt Oost,A05b
"1013EC",Westelijke eilanden,A05d
"1013EC",Haarlemmerbuurt Oost,A05b
"1013ED",Haarlemmerbuurt Oost,A05b
"1013EE",Haarlemmerbuurt Oost,A05b
"1013EG",Haarlemmerbuurt Oost,A05b
"1013EH",Haarlemmerbuurt Oost,A05b
"1013EJ",Haarlemmerbuurt Oost,A05b
"1013EK",Haarlemmerbuurt Oost,A05b
"1013EL",Haarlemmerbuurt Oost,A05b
"1013EM",Haarlemmerbuurt Oost,A05b
"1013EN",Haarlemmerbuurt Oost,A05b
"1013EP",Haarlemmerbuurt Oost,A05b
"1013ER",Haarlemmerbuurt Oost,A05b
"1013ES",Haarlemmerbuurt Oost,A05b
"1013ET",Haarlemmerbuurt Oost,A05b
"1013EV",Haarlemmerbuurt Oost,A05b
"1013EW",Haarlemmerbuurt Oost,A05b
"1013EX",Haarlemmerbuurt Oost,A05b
"1013EZ",Haarlemmerbuurt Oost,A05b
"1013GA",Haarlemmerbuurt Oost,A05b
"1013GB",Haarlemmerbuurt Oost,A05b
"1013GC",Haarlemmerbuurt Oost,A05b
"1013GD",Haarlemmerbuurt Oost,A05b
"1013GE",Haarlemmerbuurt Oost,A05b
"1013GG",Haarlemmerbuurt Oost,A05b
"1013GH",Haarlemmerbuurt Oost,A05b
"1013GJ",Haarlemmerbuurt Oost,A05b
"1013GK",Haarlemmerbuurt Oost,A05b
"1013GL",Haarlemmerbuurt Oost,A05b
"1013GM",Haarlemmerbuurt West,A05c
"1013GN",Haarlemmerbuurt Oost,A05b
"1013GP",Haarlemmerbuurt Oost,A05b
"1013GR",Haarlemmerbuurt Oost,A05b
"1013GS",Haarlemmerbuurt West,A05c
"1013GT",Haarlemmerbuurt West,A05c
"1013GW",Haarlemmerbuurt Oost,A05b
"1013GX",Haarlemmerbuurt Oost,A05b
"1013GZ",Haarlemmerbuurt Oost,A05b
"1013HA",Haarlemmerbuurt Oost,A05b
"1013HB",Haarlemmerbuurt West,A05c
"1013HC",Haarlemmerbuurt West,A05c
"1013HD",Haarlemmerbuurt West,A05c
"1013HE",Haarlemmerbuurt West,A05c
"1013HG",Haarlemmerbuurt West,A05c
"1013HH",Haarlemmerbuurt West,A05c
"1013HK",Haarlemmerbuurt West,A05c
"1013HL",Haarlemmerbuurt West,A05c
"1013HM",Haarlemmerbuurt West,A05c
"1013HN",Haarlemmerbuurt West,A05c
"1013HP",Haarlemmerbuurt West,A05c
"1013HR",Planciusbuurt Zuid,A05g
"1013HS",Haarlemmerbuurt West,A05c
"1013HT",Planciusbuurt Zuid,A05g
"1013HV",Planciusbuurt Zuid,A05g
"1013HW",Haarlemmerbuurt West,A05c
"1013HX",Haarlemmerbuurt West,A05c
"1013HZ",Haarlemmerbuurt West,A05c
"1013JA",Haarlemmerbuurt West,A05c
"1013JB",Westelijke eilanden,A05d
"1013JC",Haarlemmerbuurt West,A05c
"1013JD",Haarlemmerbuurt West,A05c
"1013JE",Haarlemmerbuurt West,A05c
"1013JG",Haarlemmerbuurt West,A05c
"1013JH",Haarlemmerbuurt West,A05c
"1013JJ",Haarlemmerbuurt West,A05c
"1013JK",Haarlemmerbuurt West,A05c
"1013JL",Haarlemmerbuurt West,A05c
"1013JM",Haarlemmerbuurt West,A05c
"1013JN",Haarlemmerbuurt West,A05c
"1013JP",Haarlemmerbuurt West,A05c
"1013JR",Haarlemmerbuurt West,A05c
"1013JS",Haarlemmerbuurt West,A05c
"1013JT",Haarlemmerbuurt West,A05c
"1013JV",Haarlemmerbuurt West,A05c
"1013JW",Haarlemmerbuurt West,A05c
"1013JX",Haarlemmerbuurt West,A05c
"1013JZ",Haarlemmerbuurt West,A05c
"1013KA",Haarlemmerbuurt West,A05c
"1013KB",Haarlemmerbuurt West,A05c
"1013KC",Haarlemmerbuurt West,A05c
"1013KD",Haarlemmerbuurt West,A05c
"1013KE",Haarlemmerbuurt West,A05c
"1013KG",Haarlemmerbuurt West,A05c
"1013KH",Haarlemmerbuurt West,A05c
"1013KJ",Haarlemmerbuurt West,A05c
"1013KK",Haarlemmerbuurt West,A05c
"1013KL",Haarlemmerbuurt West,A05c
"1013KM",Westelijke eilanden,A05d
"1013KN",Westelijke eilanden,A05d
"1013KP",Westelijke eilanden,A05d
"1013KR",Westelijke eilanden,A05d
"1013KS",Westelijke eilanden,A05d
"1013KT",Westelijke eilanden,A05d
"1013KV",Westelijke eilanden,A05d
"1013KW",Westelijke eilanden,A05d
"1013KX",Westelijke eilanden,A05d
"1013LA",Westelijke eilanden,A05d
"1013LB",Westelijke eilanden,A05d
"1013LC",Zeeheldenbuurt,E13a
"1013LD",Zeeheldenbuurt,E13a
"1013LE",Westelijke eilanden,A05d
"1013LG",Westelijke eilanden,A05d
"1013LH",Westelijke eilanden,A05d
"1013LJ",Westelijke eilanden,A05d
"1013LL",Westelijke eilanden,A05d
"1013LM",Westelijke eilanden,A05d
"1013LN",Westelijke eilanden,A05d
"1013LP",Westelijke eilanden,A05d
"1013LR",Westelijke eilanden,A05d
"1013LT",Westelijke eilanden,A05d
"1013LV",Westelijke eilanden,A05d
"1013LX",Westelijke eilanden,A05d
"1013LZ",Westelijke eilanden,A05d
"1013MA",Westelijke eilanden,A05d
"1013MB",Westelijke eilanden,A05d
"1013MC",Planciusbuurt Noord,A05f
"1013MD",Westelijke eilanden,A05d
"1013ME",Westelijke eilanden,A05d
"1013MG",Westelijke eilanden,A05d
"1013MH",Planciusbuurt Noord,A05f
"1013MJ",Planciusbuurt Noord,A05f
"1013MK",Westelijke eilanden,A05d
"1013ML",Planciusbuurt Noord,A05f
"1013MM",Westerdokseiland,A05a
"1013MN",Planciusbuurt Noord,A05f
"1013MP",Zeeheldenbuurt,E13a
"1013MR",Zeeheldenbuurt,E13a
"1013MS",Planciusbuurt Noord,A05f
"1013MT",Planciusbuurt Noord,A05f
"1013MV",Planciusbuurt Noord,A05f
"1013MX",Spaarndammerbuurt Zuidoost,E13c
"1013MZ",Spaarndammerbuurt Zuidoost,E13c
"1013NA",Spaarndammerbuurt Zuidoost,E13c
"1013NB",Spaarndammerbuurt Zuidoost,E13c
"1013NC",Spaarndammerbuurt Zuidoost,E13c
"1013ND",Spaarndammerbuurt Zuidoost,E13c
"1013NE",Spaarndammerbuurt Zuidoost,E13c
"1013NG",Spaarndammerbuurt Zuidoost,E13c
"1013NH",Zeeheldenbuurt,E13a
"1013NJ",Zeeheldenbuurt,E13a
"1013NK",Zeeheldenbuurt,E13a
"1013NL",Zeeheldenbuurt,E13a
"1013NM",Zeeheldenbuurt,E13a
"1013NN",Zeeheldenbuurt,E13a
"1013NP",Zeeheldenbuurt,E13a
"1013NR",Zeeheldenbuurt,E13a
"1013NS",Zeeheldenbuurt,E13a
"1013NT",Zeeheldenbuurt,E13a
"1013NV",Zeeheldenbuurt,E13a
"1013NX",Zeeheldenbuurt,E13a
"1013NZ",Zeeheldenbuurt,E13a
"1013PA",Zeeheldenbuurt,E13a
"1013PB",Zeeheldenbuurt,E13a
"1013PC",Zeeheldenbuurt,E13a
"1013PD",Zeeheldenbuurt,E13a
"1013PE",Zeeheldenbuurt,E13a
"1013PG",Zeeheldenbuurt,E13a
"1013PH",Zeeheldenbuurt,E13a
"1013PJ",Zeeheldenbuurt,E13a
"1013PK",Zeeheldenbuurt,E13a
"1013PL",Zeeheldenbuurt,E13a
"1013PM",Zeeheldenbuurt,E13a
"1013PN",Zeeheldenbuurt,E13a
"1013PP",Zeeheldenbuurt,E13a
"1013PR",Zeeheldenbuurt,E13a
"1013PS",Zeeheldenbuurt,E13a
"1013PT",Zeeheldenbuurt,E13a
"1013PV",Zeeheldenbuurt,E13a
"1013PW",Spaarndammerbuurt Noordoost,E13b
"1013PX",Spaarndammerbuurt Noordoost,E13b
"1013RA",Spaarndammerbuurt Noordoost,E13b
"1013RB",Spaarndammerbuurt Noordoost,E13b
"1013RC",Spaarndammerbuurt Noordoost,E13b
"1013RD",Spaarndammerbuurt Noordoost,E13b
"1013RE",Spaarndammerbuurt Noordoost,E13b
"1013RG",Spaarndammerbuurt Noordoost,E13b
"1013RH",Spaarndammerbuurt Noordoost,E13b
"1013RJ",Spaarndammerbuurt Noordoost,E13b
"1013RK",Spaarndammerbuurt Noordoost,E13b
"1013RL",Spaarndammerbuurt Noordoost,E13b
"1013RM",Spaarndammerbuurt Noordoost,E13b
"1013RN",Spaarndammerbuurt Noordoost,E13b
"1013RP",Spaarndammerbuurt Noordoost,E13b
"1013RR",Spaarndammerbuurt Zuidoost,E13c
"1013RS",Spaarndammerbuurt Zuidwest,E13d
"1013RT",Spaarndammerbuurt Zuidwest,E13d
"1013RV",Spaarndammerbuurt Zuidwest,E13d
"1013RW",Spaarndammerbuurt Zuidwest,E13d
"1013RX",Spaarndammerbuurt Midden,E13e
"1013RZ",Spaarndammerbuurt Noordwest,E13f
"1013SB",Spaarndammerbuurt Noordwest,E13f
"1013SC",Spaarndammerbuurt Noordwest,E13f
"1013SE",Spaarndammerbuurt Noordwest,E13f
"1013SG",Spaarndammerbuurt Noordwest,E13f
"1013SH",Spaarndammerbuurt Noordwest,E13f
"1013SJ",Spaarndammerbuurt Zuidwest,E13d
"1013SK",Spaarndammerbuurt Zuidwest,E13d
"1013SL",Spaarndammerbuurt Zuidwest,E13d
"1013SM",Spaarndammerbuurt Zuidoost,E13c
"1013SN",Spaarndammerbuurt Zuidwest,E13d
"1013SP",Spaarndammerbuurt Zuidwest,E13d
"1013SR",Spaarndammerbuurt Zuidwest,E13d
"1013ST",Spaarndammerbuurt Zuidwest,E13d
"1013SV",Spaarndammerbuurt Zuidoost,E13c
"1013SW",Spaarndammerbuurt Zuidoost,E13c
"1013SX",Spaarndammerbuurt Zuidoost,E13c
"1013SZ",Spaarndammerbuurt Zuidoost,E13c
"1013TA",Spaarndammerbuurt Zuidwest,E13d
"1013TB",Spaarndammerbuurt Zuidwest,E13d
"1013TC",Spaarndammerbuurt Zuidwest,E13d
"1013TD",Spaarndammerbuurt Zuidwest,E13d
"1013TE",Spaarndammerbuurt Midden,E13e
"1013TG",Spaarndammerbuurt Midden,E13e
"1013TH",Spaarndammerbuurt Noordoost,E13b
"1013TJ",Spaarndammerbuurt Noordoost,E13b
"1013TK",Spaarndammerbuurt Noordoost,E13b
"1013TL",Spaarndammerbuurt Zuidwest,E13d
"1013TM",Spaarndammerbuurt Zuidwest,E13d
"1013TN",Spaarndammerbuurt Midden,E13e
"1013TP",Spaarndammerbuurt Midden,E13e
"1013TX",Spaarndammerbuurt Midden,E13e
"1013VB",Spaarndammerbuurt Midden,E13e
"1013VD",Spaarndammerbuurt Zuidwest,E13d
"1013VG",Spaarndammerbuurt Zuidwest,E13d
"1013VH",Spaarndammerbuurt Zuidwest,E13d
"1013VJ",Spaarndammerbuurt Zuidwest,E13d
"1013VK",Spaarndammerbuurt Midden,E13e
"1013VL",Spaarndammerbuurt Midden,E13e
"1013VM",Spaarndammerbuurt Zuidwest,E13d
"1013VN",Spaarndammerbuurt Zuidwest,E13d
"1013VP",Spaarndammerbuurt Zuidwest,E13d
"1013VR",Spaarndammerbuurt Zuidwest,E13d
"1013VS",Spaarndammerbuurt Zuidwest,E13d
"1013VT",Spaarndammerbuurt Zuidwest,E13d
"1013VV",Spaarndammerbuurt Midden,E13e
"1013VW",Spaarndammerbuurt Zuidwest,E13d
"1013VX",Spaarndammerbuurt Zuidwest,E13d
"1013VZ",Spaarndammerbuurt Zuidwest,E13d
"1013WB",Spaarndammerbuurt Zuidwest,E13d
"1013WC",Spaarndammerbuurt Midden,E13e
"1013WD",Spaarndammerbuurt Midden,E13e
"1013WE",Spaarndammerbuurt Midden,E13e
"1013WG",Spaarndammerbuurt Noordwest,E13f
"1013WH",Spaarndammerbuurt Noordwest,E13f
"1013WJ",Spaarndammerbuurt Noordwest,E13f
"1013WK",Spaarndammerbuurt Midden,E13e
"1013WL",Spaarndammerbuurt Midden,E13e
"1013WN",Spaarndammerbuurt Midden,E13e
"1013WP",Spaarndammerbuurt Noordwest,E13f
"1013WR",Spaarndammerbuurt Noordwest,E13f
"1013WS",Spaarndammerbuurt Noordwest,E13f
"1013WT",Spaarndammerbuurt Noordwest,E13f
"1013WV",Spaarndammerbuurt Midden,E13e
"1013WZ",Spaarndammerbuurt Noordwest,E13f
"1013XA",Spaarndammerbuurt Noordwest,E13f
"1013XB",Spaarndammerbuurt Noordwest,E13f
"1013XC",Spaarndammerbuurt Noordwest,E13f
"1013XD",Spaarndammerbuurt Midden,E13e
"1013XE",Spaarndammerbuurt Noordwest,E13f
"1013XG",Spaarndammerbuurt Noordwest,E13f
"1013XH",Spaarndammerbuurt Midden,E13e
"1013XL",Spaarndammerbuurt Midden,E13e
"1013XM",Spaarndammerbuurt Midden,E13e
"1013XP",Spaarndammerbuurt Zuidwest,E13d
"1013XR",Spaarndammerbuurt Zuidwest,E13d
"1013XS",Spaarndammerbuurt Midden,E13e
"1013XT",Spaarndammerbuurt Midden,E13e
"1013XV",Spaarndammerbuurt Noordwest,E13f
"1013XW",Spaarndammerbuurt Noordwest,E13f
"1013XX",Spaarndammerbuurt Noordwest,E13f
"1013XZ",Spaarndammerbuurt Noordwest,E13f
"1013ZA",Spaarndammerbuurt Noordwest,E13f
"1013ZB",Spaarndammerbuurt Noordwest,E13f
"1013ZC",Spaarndammerbuurt Noordwest,E13f
"1013ZD",Spaarndammerbuurt Noordwest,E13f
"1013ZE",Spaarndammerbuurt Noordwest,E13f
"1013ZG",Spaarndammerbuurt Noordwest,E13f
"1013ZH",Spaarndammerbuurt Noordwest,E13f
"1013ZJ",Spaarndammerbuurt Noordwest,E13f
"1013ZK",Spaarndammerbuurt Noordwest,E13f
"1013ZL",Spaarndammerbuurt Noordwest,E13f
"1013ZM",Spaarndammerbuurt Midden,E13e
"1013ZN",Spaarndammerbuurt Noordwest,E13f
"1013ZP",Spaarndammerbuurt Noordwest,E13f
"1013ZR",Spaarndammerbuurt Noordwest,E13f
"1013ZS",Spaarndammerbuurt Noordwest,E13f
"1013ZT",Spaarndammerbuurt Noordwest,E13f
"1013ZV",Spaarndammerbuurt Noordwest,E13f
"1013ZW",Spaarndammerbuurt Noordwest,E13f
"1013ZX",Spaarndammerbuurt Noordwest,E13f
"1013ZZ",Houthavens West,E12a
"1014AA",Overbraker Binnenpolder,E13h
"1014AC",Woon- en Groengebied Sloterdijk,E36a
"1014AD",Woon- en Groengebied Sloterdijk,E36a
"1014AE",Woon- en Groengebied Sloterdijk,E36a
"1014AG",Woon- en Groengebied Sloterdijk,E36a
"1014AH",Woon- en Groengebied Sloterdijk,E36a
"1014AJ",Bedrijventerrein Sloterdijk I,E36b
"1014AK",Bedrijventerrein Sloterdijk I,E36b
"1014AM",Bedrijventerrein Sloterdijk I,E36b
"1014AN",Bedrijventerrein Sloterdijk I,E36b
"1014AP",Bedrijventerrein Sloterdijk I,E36b
"1014AR",Bedrijventerrein Sloterdijk I,E36b
"1014AS",Bedrijventerrein Sloterdijk I,E36b
"1014AT",Bedrijventerrein Sloterdijk I,E36b
"1014AV",Bedrijventerrein Sloterdijk I,E36b
"1014AW",Bedrijventerrein Sloterdijk I,E36b
"1014AX",Bedrijventerrein Sloterdijk I,E36b
"1014AZ",Overbraker Binnenpolder,E13h
"1014BA",Bedrijventerrein Sloterdijk I,E36b
"1014BB",Bedrijventerrein Sloterdijk I,E36b
"1014BC",Alfa-driehoek,B10b
"1014BD",Alfa-driehoek,B10b
"1014BE",Westergasfabriek,E13g
"1014BG",Woon- en Groengebied Sloterdijk,E36a
"1014BH",Bedrijventerrein Sloterdijk I,E36b
"1014BJ",Alfa-driehoek,B10b
"1014BK",Alfa-driehoek,B10b
"1014BL",Woon- en Groengebied Sloterdijk,E36a
"1014BM",Alfa-driehoek,B10b
"1014BN",Alfa-driehoek,B10b
"1014BP",Alfa-driehoek,B10b
"1014BS",Alfa-driehoek,B10b
"1014BT",Alfa-driehoek,B10b
"1014BV",Alfa-driehoek,B10b
"1014BW",Alfa-driehoek,B10b
"1014BX",Westergasfabriek,E13g
"1014BZ",Alfa-driehoek,B10b
"1014CB",Woon- en Groengebied Sloterdijk,E36a
"1014CC",Bedrijventerrein Sloterdijk I,E36b
"1014CE",Bedrijventerrein Sloterdijk I,E36b
"1014DA",Westergasfabriek,E13g
"1014DB",Westergasfabriek,E13g
"1014DC",Westergasfabriek,E13g
"1014DD",Westergasfabriek,E13g
"1014ZA",Houthavens West,E12a
"1014ZB",Houthavens West,E12a
"1014ZC",Houthavens West,E12a
"1014ZG",Houthavens West,E12a
"1014ZJ",Houthavens West,E12a
"1014ZL",Houthavens West,E12a
"1015AA",Langestraat e.o.,A02a
"1015AB",Langestraat e.o.,A02a
"1015AC",Langestraat e.o.,A02a
"1015AD",Langestraat e.o.,A02a
"1015AE",Leliegracht e.o.,A02b
"1015AG",Leliegracht e.o.,A02b
"1015AH",Leliegracht e.o.,A02b
"1015AJ",Leliegracht e.o.,A02b
"1015AK",Langestraat e.o.,A02a
"1015AL",Langestraat e.o.,A02a
"1015AM",Langestraat e.o.,A02a
"1015AN",Langestraat e.o.,A02a
"1015AP",Langestraat e.o.,A02a
"1015AR",Langestraat e.o.,A02a
"1015AS",Leliegracht e.o.,A02b
"1015AT",Langestraat e.o.,A02a
"1015AV",Leliegracht e.o.,A02b
"1015AW",Leliegracht e.o.,A02b
"1015BA",Langestraat e.o.,A02a
"1015BB",Langestraat e.o.,A02a
"1015BC",Langestraat e.o.,A02a
"1015BD",Langestraat e.o.,A02a
"1015BE",Leliegracht e.o.,A02b
"1015BG",Leliegracht e.o.,A02b
"1015BH",Leliegracht e.o.,A02b
"1015BJ",Leliegracht e.o.,A02b
"1015BK",Langestraat e.o.,A02a
"1015BL",Langestraat e.o.,A02a
"1015BM",Langestraat e.o.,A02a
"1015BN",Langestraat e.o.,A02a
"1015BP",Langestraat e.o.,A02a
"1015BR",Langestraat e.o.,A02a
"1015BS",Leliegracht e.o.,A02b
"1015BT",Leliegracht e.o.,A02b
"1015BV",Leliegracht e.o.,A02b
"1015BW",Leliegracht e.o.,A02b
"1015BX",Leliegracht e.o.,A02b
"1015BZ",Leliegracht e.o.,A02b
"1015CA",Langestraat e.o.,A02a
"1015CB",Langestraat e.o.,A02a
"1015CC",Langestraat e.o.,A02a
"1015CD",Langestraat e.o.,A02a
"1015CE",Langestraat e.o.,A02a
"1015CG",Langestraat e.o.,A02a
"1015CH",Leliegracht e.o.,A02b
"1015CJ",Leliegracht e.o.,A02b
"1015CK",Leliegracht e.o.,A02b
"1015CL",Leliegracht e.o.,A02b
"1015CN",Langestraat e.o.,A02a
"1015CP",Langestraat e.o.,A02a
"1015CR",Langestraat e.o.,A02a
"1015CS",Langestraat e.o.,A02a
"1015CT",Langestraat e.o.,A02a
"1015CV",Leliegracht e.o.,A02b
"1015CW",Leliegracht e.o.,A02b
"1015CX",Leliegracht e.o.,A02b
"1015CZ",Leliegracht e.o.,A02b
"1015DA",Leliegracht e.o.,A02b
"1015DB",Leliegracht e.o.,A02b
"1015DC",Langestraat e.o.,A02a
"1015DD",Langestraat e.o.,A02a
"1015DE",Leliegracht e.o.,A02b
"1015DG",Leliegracht e.o.,A02b
"1015DH",Leliegracht e.o.,A02b
"1015DJ",Leliegracht e.o.,A02b
"1015DK",Langestraat e.o.,A02a
"1015DL",Langestraat e.o.,A02a
"1015DM",Langestraat e.o.,A02a
"1015DN",Langestraat e.o.,A02a
"1015DP",Langestraat e.o.,A02a
"1015DR",Langestraat e.o.,A02a
"1015DS",Leliegracht e.o.,A02b
"1015DT",Leliegracht e.o.,A02b
"1015DV",Anjeliersbuurt Noord,A06k
"1015DW",Anjeliersbuurt Zuid,A06l
"1015DX",Anjeliersbuurt Zuid,A06l
"1015DZ",Anjeliersbuurt Zuid,A06l
"1015EA",Bloemgrachtbuurt,A06c
"1015EB",Bloemgrachtbuurt,A06c
"1015GA",Langestraat e.o.,A02a
"1015GB",Langestraat e.o.,A02a
"1015GC",Langestraat e.o.,A02a
"1015GD",Driehoekbuurt,A06a
"1015GE",Driehoekbuurt,A06a
"1015GG",Driehoekbuurt,A06a
"1015GH",Driehoekbuurt,A06a
"1015GJ",Driehoekbuurt,A06a
"1015GK",Driehoekbuurt,A06a
"1015GL",Driehoekbuurt,A06a
"1015GM",Driehoekbuurt,A06a
"1015GN",Driehoekbuurt,A06a
"1015GP",Driehoekbuurt,A06a
"1015GR",Driehoekbuurt,A06a
"1015GR",Anjeliersbuurt Noord,A06k
"1015GS",Anjeliersbuurt Noord,A06k
"1015GT",Anjeliersbuurt Zuid,A06l
"1015GV",Anjeliersbuurt Zuid,A06l
"1015GW",Anjeliersbuurt Zuid,A06l
"1015GX",Anjeliersbuurt Zuid,A06l
"1015GZ",Bloemgrachtbuurt,A06c
"1015HB",Anjeliersbuurt Noord,A06k
"1015HC",Bloemgrachtbuurt,A06c
"1015HD",Bloemgrachtbuurt,A06c
"1015HE",Bloemgrachtbuurt,A06c
"1015HG",Bloemgrachtbuurt,A06c
"1015HH",Driehoekbuurt,A06a
"1015HJ",Driehoekbuurt,A06a
"1015HK",Driehoekbuurt,A06a
"1015HL",Driehoekbuurt,A06a
"1015HM",Driehoekbuurt,A06a
"1015HN",Driehoekbuurt,A06a
"1015HP",Driehoekbuurt,A06a
"1015HR",Driehoekbuurt,A06a
"1015HS",Driehoekbuurt,A06a
"1015HT",Driehoekbuurt,A06a
"1015HV",Driehoekbuurt,A06a
"1015HW",Driehoekbuurt,A06a
"1015HX",Driehoekbuurt,A06a
"1015HZ",Driehoekbuurt,A06a
"1015JA",Driehoekbuurt,A06a
"1015JB",Driehoekbuurt,A06a
"1015JC",Driehoekbuurt,A06a
"1015JD",Driehoekbuurt,A06a
"1015JE",Driehoekbuurt,A06a
"1015JG",Driehoekbuurt,A06a
"1015JH",Marnixbuurt Noord,A06d
"1015JJ",Driehoekbuurt,A06a
"1015JK",Driehoekbuurt,A06a
"1015JL",Driehoekbuurt,A06a
"1015JM",Driehoekbuurt,A06a
"1015JN",Driehoekbuurt,A06a
"1015JP",Driehoekbuurt,A06a
"1015JR",Driehoekbuurt,A06a
"1015JS",Driehoekbuurt,A06a
"1015JT",Driehoekbuurt,A06a
"1015JV",Driehoekbuurt,A06a
"1015JW",Driehoekbuurt,A06a
"1015JX",Driehoekbuurt,A06a
"1015JZ",Driehoekbuurt,A06a
"1015KA",Driehoekbuurt,A06a
"1015KB",Anjeliersbuurt Noord,A06k
"1015KC",Anjeliersbuurt Noord,A06k
"1015KD",Anjeliersbuurt Noord,A06k
"1015KE",Anjeliersbuurt Noord,A06k
"1015KG",Anjeliersbuurt Noord,A06k
"1015KH",Anjeliersbuurt Noord,A06k
"1015KJ",Driehoekbuurt,A06a
"1015KK",Driehoekbuurt,A06a
"1015KL",Driehoekbuurt,A06a
"1015KM",Driehoekbuurt,A06a
"1015KN",Driehoekbuurt,A06a
"1015KP",Anjeliersbuurt Noord,A06k
"1015KR",Anjeliersbuurt Noord,A06k
"1015KS",Anjeliersbuurt Noord,A06k
"1015KT",Anjeliersbuurt Noord,A06k
"1015KV",Anjeliersbuurt Noord,A06k
"1015KW",Anjeliersbuurt Noord,A06k
"1015KX",Anjeliersbuurt Noord,A06k
"1015KZ",Anjeliersbuurt Noord,A06k
"1015LA",Anjeliersbuurt Noord,A06k
"1015LB",Anjeliersbuurt Noord,A06k
"1015LC",Anjeliersbuurt Noord,A06k
"1015LD",Anjeliersbuurt Noord,A06k
"1015LE",Anjeliersbuurt Noord,A06k
"1015LG",Anjeliersbuurt Noord,A06k
"1015LH",Anjeliersbuurt Noord,A06k
"1015LJ",Anjeliersbuurt Noord,A06k
"1015LK",Anjeliersbuurt Noord,A06k
"1015LL",Anjeliersbuurt Noord,A06k
"1015LM",Anjeliersbuurt Noord,A06k
"1015LN",Anjeliersbuurt Noord,A06k
"1015LP",Anjeliersbuurt Noord,A06k
"1015LR",Anjeliersbuurt Noord,A06k
"1015LS",Anjeliersbuurt Noord,A06k
"1015LT",Anjeliersbuurt Zuid,A06l
"1015LV",Anjeliersbuurt Zuid,A06l
"1015LW",Anjeliersbuurt Zuid,A06l
"1015LX",Anjeliersbuurt Zuid,A06l
"1015LZ",Anjeliersbuurt Zuid,A06l
"1015MA",Anjeliersbuurt Zuid,A06l
"1015MB",Anjeliersbuurt Zuid,A06l
"1015MD",Anjeliersbuurt Zuid,A06l
"1015ME",Anjeliersbuurt Zuid,A06l
"1015MG",Anjeliersbuurt Zuid,A06l
"1015MH",Anjeliersbuurt Zuid,A06l
"1015MJ",Anjeliersbuurt Noord,A06k
"1015MK",Anjeliersbuurt Noord,A06k
"1015ML",Anjeliersbuurt Noord,A06k
